new_number,news_text,category,cat-l3
NID_2023-01-06-09_5360,Hund und Pferd einfangen vermisste Reiterin nach Fahndung tot finden Tragisch Ende ein fast neunstündig Vermisst Suche in Hessen Foto dpa,vermisst,kriminalitaet
NID_2023-01-06-09_5679,Iran Mitglied der Revolutionsgarde erschießen bekannt Schauspieler frei ein Mitglied der Eliteeinheit werden in der Nähe sein Wohnsitz erschießen kurz nach ihr Freilassung zeigen er|es|sie ein Schauspielerin wieder ohne Kopftuch,politik,politik
NID_2023-01-06-09_3871,FC Bayern führen Gespräch mit umstritten Sponsor Qatar Airways seit 2018 sein Qatar Airways Sponsor bei der FC Bayern sein auch in dies Jahr auf der Ärmel der Rekordmeister zu sehen bleeben es dabei,sport,sport
NID_2023-01-06-09_11352,Ukraine Krieg in der Newsblog Bachmut Satellitenbilder offenbaren Zerstörung Tag 317 seit Kriegsbeginn der Ukraine lehnen ein Waffenruhe ab Aufnahme zeigen der Ausmaß der Zerstörung in Bachmut alle Infos in der Newsblog,politik,politik
NID_2023-01-06-09_924,Autobauer setzen auf der Ausbau konzerneigen Ladestation der Bund investieren Milliarde in der E Mobilität doch der Ausbau der Ladenetz kommen nur langsam voran Autohersteller wollen nun ihr eigen Säule bauen,auto,auto
NID_2023-01-06-09_9710,Schlag gegen Sinaloa Kartell El Chapo Sohn in Mexiko festnehmen Kämpfe mexikanisch Sicherheitskraft haben ein der Sohn der Drogenboß El Chapo gefasst in der Heimatstadt brechen Kampf aus,panorama,sonstiges
NID_2023-01-06-09_2938,Donald Trumps Ex Beraterin enthüllen er haben Angst vor Ehefrau Melania laut Ex Beraterin Kellyanne Conway haben Donald Trump Angst vor sein Ehefrau Melania Sie|sie sein der einzig Person der er an der Tag der Kapitol Sturm zu der Einschreit haben bewegen können,politik,politik
NID_2023-01-06-09_3883,FC Bayern Oliver Kahn sprechen über Manuel neu Ungeheu schwierig d FC Bayer müssen der Rückrunde ohne sein Kapitän und Stammtorwart bestreiten der Suche nach ein Ersatz laufen,sport,sport
NID_2023-01-06-09_5350,Hubschrauber kreisen über Regensburg Häftling springen aus Fenster und fliehen in Regensburg sein ein verurteilt Mörder aus der Amtsgericht fliehen der Polizei bitten um Hinweis und warnen vor der Mann,panorama,sonstiges
NID_2023-01-06-09_3890,FC Bayern Neuzugang Daley Blind darum laufen der Ex Oranje Star mit Defibrillator auf mit Daley blind verpflichten der deutsch Rekordmeister ein erfahren Allrounder und der haben ein bewegend Geschichte hinter er|es|sie,sport,sport
NID_2023-01-06-09_7471,Mindestgeschwindigkeit Autobahn der sollen Sie|sie wissen Sie|sie haben auf der Autobahn langsam Fahrer vor er|es|sie und fragen er|es|sie ob es ein Mindestgeschwindigkeit geben wir erklären der Regelung,auto,auto
NID_2023-01-06-09_12613,WhatsApp Nutzer können Internet sperren durch Proxy Server umgehen WhatsApp wollen in Land wie der Iran trotz sperren verfügbar bleiben dazu sollen der regional Blockade mithilfe ein technisch Kniff umgangen werden,digital,technik
NID_2023-01-06-09_8329,nur 70 Gramm Reisen und Bohne pro Tag da machen der kraß Busch Diät mit der Körper bei ich sein ein Star holen ich hier raus geben es nicht genug zu essen Foto Getty images seben dpa,dschungelcamp,fernsehen
NID_2023-01-06-09_2625,deutsch und Österreich vor Bali von Welle mitgerissen Sie|sie wollen ein ander Urlauber helfen nun fehlen von zwei Tourist jed Spur Regen und hoch Welle erschweren der Suche,panorama,sonstiges
NID_2023-01-06-09_13070,zu der letzt Mal direkt Ronaldo Duell gegen Messi Cristiano Ronaldo und Lionel Messi spielen gegeneinander werden es ihr letzt Duell Foto BERTRAND GUAY AFP Amr Nabil AP,spielertransfer,sport
NID_2023-01-06-09_3875,FC Bayern mit Boß Kahn nach Katar abgereist Abflug nach Katar der FC Bayern sein in der Trainingslager aufbrechen ein drängend Frage sollen bei der Münchner bald beantworten werden,bundesliga,sport
NID_2023-01-06-09_7520,mit Kahn nach Katar bald Entscheidung in Torwartfrage Angef 252 hren von Vorstandschef Oliver Kahn sein der FC Bayern M 252 nchen an der Freitagmorgen in der Trainingslager nach Katar aufbrechen 24 Spieler umfassen der Kader der deutsch Fu 223 ball Rekordmeister inklusive einige Nachwuchsakteur Auch der tags zuvor verpflichten niederl 228 ndisch Nationalspieler Daley Blind sein gleich mit an Bord der Airbus 350 von Bayern Sponsor Qatar Airways es fehlen neben der verletzten Manuel 8230,bundesliga,sport
NID_2023-01-06-10_3976,Feuerpause ablehnen Ex Präsident Medwedew beschimpfen Kiew für der orthodox Weihnachtsfest haben Kremlchef Putin ein Feuerpause angeordnet Kiew nennen es ein Heuchelei Rußlands Ex Präsident Medwedew gehen nicht nur mit ukrainisch Politik hart in der Gericht,annalena baerbock,politik
NID_2023-01-06-10_3976,Feuerpause ablehnen Ex Präsident Medwedew beschimpfen Kiew für der orthodox Weihnachtsfest haben Kremlchef Putin ein Feuerpause angeordnet Kiew nennen es ein Heuchelei Rußlands Ex Präsident Medwedew gehen nicht nur mit ukrainisch Politik hart in der Gericht,konflikte,konflikte
NID_2023-01-06-10_3976,Feuerpause ablehnen Ex Präsident Medwedew beschimpfen Kiew für der orthodox Weihnachtsfest haben Kremlchef Putin ein Feuerpause angeordnet Kiew nennen es ein Heuchelei Rußlands Ex Präsident Medwedew gehen nicht nur mit ukrainisch Politik hart in der Gericht,krieg,krieg
NID_2023-01-06-10_3976,Feuerpause ablehnen Ex Präsident Medwedew beschimpfen Kiew für der orthodox Weihnachtsfest haben Kremlchef Putin ein Feuerpause angeordnet Kiew nennen es ein Heuchelei Rußlands Ex Präsident Medwedew gehen nicht nur mit ukrainisch Politik hart in der Gericht,wladimir putin,internationales
NID_2023-01-06-10_11189,Transfernews Hertha BSC geben nah Spieler ab der WM sein vorbei und der Klubfußball sein zurück in der Fokus besonders interessanen werden es auf der Transfermarkt der wieder öffnen sein,sport,sport
NID_2023-01-06-10_9803,Schüssen in Flugfeldkasern in Wiener Neustadt ein Tote und ein Verletzte an der Freitag werden nach Schuß in der Flugfeldkasern in Wiener Neustadt ein 20 jährige Wachsoldat töten und der 54 jähriger Vorgesetzte verletzen,polizei,polizei
NID_2023-01-06-10_1030,Bahn wollen mehr als 25 000 neu beschäftigter gewinnen allein in dies Jahr sollen 25 000 Mensch neu Bei der Bahn anfangen zuletzt sorgen Personalmangel und Krankheitswelle für Problem,schienenverkehr,verkehr
NID_2023-01-06-10_9142,Putin Weihnacht Waffenruhe haben beginnen der von Kremlchef Wladimir Putin an der Donnerstag angekündigt einseitig Waffenruhe in der Ukraine zu der orthodox Weihnacht sein an der Freitagmittag Moskauer Zeit 10 00 Uhr MEZ offiziell in Kraft getreten der Wahrscheinlichkeit dass der Feuerpause der angeordnet 36 Stunde|Stunden halten gelten aber als gering der Kreml haben der Feuerpause damit begründen Gläubigen der Möglichkeit geben zu wollen an der Gottesdienst teilnehmen,politik,politik
NID_2023-01-06-10_12360,wegen Rosi Mittermaier Bayrischer Rundfunk ändern TV Programm an der Freitag Rosi Mittermaier Tod erschüttern der Wintersport an der Freitag werden der zweimalig Olympiasiegerin noch einmal ausführlich ehren,sport,sport
NID_2023-01-06-10_3912,FDP Dreikönig Wie viel Krawall wagen Lindner vor Grundsatzentscheidung der FDP hadern mit der Ampel der Stimmung sein schlecht bei der traditionell Dreikönigstreff der Liberale müssen Christian Lindner deshalb ein Grundsatzentscheidung treffen,politik,politik
NID_2023-01-06-10_9118,Putin todkrank Geheimdienstchef der Ukraine heizen Gerücht an der Gesundheit von Wladimir Putin verschlechtern er|es|sie nach Ansicht der ukrainisch Geheimdienst auch aus Dänemark kommen Bericht über ein Erkrankung,politik,politik
NID_2023-01-06-10_10043,silvester Krawalle Kritik an CDU für Frage nach Vorname der Diskussion nach der Ausschreitung zu der Jahreswechsel halten an in der Berliner Abgeordnetenhaus sorgen ein Anfrage der CDU für Aufregung,cdu,cdu
NID_2023-01-06-10_10043,silvester Krawalle Kritik an CDU für Frage nach Vorname der Diskussion nach der Ausschreitung zu der Jahreswechsel halten an in der Berliner Abgeordnetenhaus sorgen ein Anfrage der CDU für Aufregung,polizei,polizei
NID_2023-01-06-10_1483,BILDplus Inhalt Corona und Herzbeutel Entzündung Bayern Schock WM Star fehlen wochenlang der Bayern starten an der Freitagmorgen in der Trainingslager nach Doha ein Star fehlen wegen schwer Erkrankung Foto Tom Weller dpa,spielertransfer,sport
NID_2023-01-06-10_10643,Stranger Things Star Noah Schnapp outen er|es|sie als schwul jahrelang behalten er sein Homosexualität für er|es|sie nun haben er|es|sie Noah Schnapp outen und Fan verraten wie Freund und Familie darauf reagieren haben,unterhaltung,unterhaltung
NID_2023-01-06-10_1463,Bild FC Bayern mehrere Woche ohne Verteidiger Mazraoui d FC Bayern müssen der 171 Bild 187 zufolge mehrere Woche auf au 223 enverteidig Noussair Mazraoui verzichten der marokkanisch WM Teilnehmer fehlen an der Freitag bei der Abflug der M 252 nchner in der Trainingslager nach Katar und stehen nicht auf der Kaderliste der 25 j 228 hrige sein nach 171 Bild 187 Information erkranken und sollen 171 zun 228 chst mindestens vier bis sechs Woche 187 ausfallen offiziell Angabe geben es zun 228 chst nicht 8230,bundesliga,sport
NID_2023-01-06-10_271,ab wann ein Fahrtenbuch verpflichtend werden können wer sein der Auto fahren unter bestimmt Umstand können Behörde der Fahrzeughalter zu ein Fahrtenbuch verpflichten,auto,auto
NID_2023-01-06-10_6708,Landgericht hören weit Zeuge in der Dreifachmord Prozeß in der Prozeß gegen ein der dreifach Mord an sein Vater sein Mutter und sein Schwester angeklagen 27 jährigen haben der Landgericht Rostock weit Zeuge vernehmen dabei geben ein der Zeuge der als Finanzberater lange der Hausbau der Familie begleiten an der Freitag Einblicke in der Familienleben er beschreiben der Vater als herrisch und bestimmend der Familie sein sehr sparsam und sehr bestreben sein der Kredit so schnell wie möglich abzubezahlen,politiker,politik
NID_2023-01-06-10_7375,Melbourne sein der Kaffeehauptstadt der Welt ob Long Black Flat White oder der sagenumwoben Magic Melbourne sein ein Mekka für Kaffee Kenner d Liebesgeschichte beginnen mit europäisch Migranten in der 1950er Jahr,gesellschaft,gesellschaft
NID_2023-01-06-10_7370,Melanie Leupolz Comeback nach Baby Pause Melanie Leupolz sein zurück auf der Platz der deutsch Spitzenspielerin haben er|es|sie ein Baby Auszeit nehmen und deswegen auch der EM in der letzt sommer verpassen,sport,sport
NID_2023-01-06-10_7003,London Annektiert Gebiet kommen Moskau teuer zu stehen Luhansk und Donezk sein bereits in der russisch Föderation integrieren laut britisch Geheimdienst werden dies zwei Gebiet für Moskau unter ander ein groß finanziell Belastung darstellen,konflikte,konflikte
NID_2023-01-06-10_7003,London Annektiert Gebiet kommen Moskau teuer zu stehen Luhansk und Donezk sein bereits in der russisch Föderation integrieren laut britisch Geheimdienst werden dies zwei Gebiet für Moskau unter ander ein groß finanziell Belastung darstellen,krieg,krieg
NID_2023-01-06-10_3309,einfach Hausmittel was helfen gegen Marder in der Auto in der Frühjahr der Paarungszeit in der Herbst der Suche nach ein Schlafplatz Marder sein der ganz Jahr über aktiv was sie von der Auto abhalten und was nicht,auto,auto
NID_2023-01-06-10_1466,Bild in der Protestcamp Lützerath Klima Aktiviste verschanzen er|es|sie Klima Aktiviste verschanzen er|es|sie Foto Bild Dauer 01 08,proteste,proteste
NID_2023-01-06-10_11289,Twitt Datenleck Million Nutzer von Hackerangiff betreffen Hacker haben ein Sicherheitslücke bei Twitter ausgenutzen um an Nutzerdat zu gelangen jetzt sein dies Information wohl frei in der Internet verfügbar,digital,technik
NID_2023-01-06-10_2011,C 2023 neu Lenovo Notebook bestehen aus zwei OLED Displays an der Donnerstag starten in lesen Vegas der wichtig Technikmesse der Jahr bereits jetzt zeigen Hersteller ihr neu Gerät ein Überblick,digital,technik
NID_2023-01-06-10_4725,Gollas Appell voll Einsatz und gut Handball zeigen Johannes Golla führen der deutsch Handballer als Kapitän zu der WM der Abwehrchef geben er|es|sie vor der Generalprobe gegen Island zuversichtlich,handball,sport
NID_2023-01-06-10_4725,Gollas Appell voll Einsatz und gut Handball zeigen Johannes Golla führen der deutsch Handballer als Kapitän zu der WM der Abwehrchef geben er|es|sie vor der Generalprobe gegen Island zuversichtlich,nationalmannschaft,sport
NID_2023-01-06-10_12073,vor WM Turnier Gollas Appell voll Einsatz und gut Handball zeigen der chaotisch Corona Tag von Bratislava haben er|es|sie tief in der Bewußtsein von Johannes Golla eingebrennen,sport,sport
NID_2023-01-06-10_11656,USA Sturm auf der Kapitol entfalten nach zwei Jahr voll Wirkung der Sturm auf der Kapitol erschüttern der Demokratie der USA der Auswirkung werden zwei Jahr spät richtig deutlich der düster Prognose in der Video,politik,politik
NID_2023-01-06-10_787,Aufregung bei der BVB Abflug Bellingham messen|vergissen sein Paß Dortmund heben in Richtung Spanien ab mit der Flug EW1909 gehen s jetzt los Foto Stephan Schuetze,spielertransfer,sport
NID_2023-01-06-10_2576,Derby zu der Jahresauftakt Medi empfangen an der Sonntag 08 01 der Würzburg Baskets als erst Spiel der Jahr stehen für Medi Bayreuth an der Sonntag 08 01 Nachmittag ein Derby an Um 15 Uhr sein der Würzburg Baskets in der Oberfrankenhalle zu Gast von der Tabelle her sein der Unterfranken als neunt klar favorisieren dass Medi Team liegen aktuell auf der 16 Platz trotzdem sehen Kapitän Bastian Doreth auch Chance für 8230,basketball,sport
NID_2023-01-06-10_1290,Bergdoktor ZDF holen überraschend ausgestiegen Rolle zurück in der Serie es sein ein dramatisch Ende gleich zwei Ausstiege müssen Bergdoktor Fan vergangen Jahr hinnehmen doch nun kehren ein Rolle überraschend zurück,unterhaltung,unterhaltung
NID_2023-01-06-10_5709,italienisch Fußballlegende Gianluca Vialli sein tot der Fußballwelt trauern um Gianluca Vialli der früh Weltklassestürmer sein in der Alter von 58 Jahr sterben der Italien leiten seit Jahr an ein Krebserkrankung,sport,sport
NID_2023-01-06-11_3884,FC Bayern Profi Mazraoui fallen|fällen wochenlang aus Herzbeutel Entzündung bei der FC Bayern fallen bereits mehrere Profi langfristig aus nun müssen Trainer Julian Nagelsmann der nah Hiobsbotschaft hinnehmen,sport,sport
NID_2023-01-06-11_8945,Prinz Harry sprechen in sein Memoire über Droge und sein erst Mal schon vor d Veröffentlichung dringen Auszug aus Prinz Harrys Biografie an der Öffentlichkeit darin gehen es auch um Sex und Drogenerfahrung,unterhaltung,unterhaltung
NID_2023-01-06-11_7093,Machtkampf in der US Repräsentantenhaus Kevin McCarthy verlieren elft Wahlgang der Chaos in der Repräsentantenhaus gehen weiter auch in der elft Wahlgang haben Kevin McCarthy nicht der nötig Stimme|Stimmen erhalten,politik,politik
NID_2023-01-06-11_1238,bei Rettungsaktion mitgerissen deutsch Tourist vor Bali in der Meer vermissen ein Deutscher und ein Österreicher wollen ein ander Urlauber retten Foto imago images Cavan images,vermisst,kriminalitaet
NID_2023-01-06-11_12510,wer werden Millionär Jauch verraten Kandidatin aus Versehen der Antwort bei der entscheidend Frage für der groß Finale helfen Günther Jauch mit der Moderator sagen sein WWM Kandidatin der Antwort vor und bemerken es nicht,unterhaltung,unterhaltung
NID_2023-01-06-11_1272,Benedikt XVI werden er nach Tod mit Papst Hammer auf d Kopf gehauen nach der Tod von Papst Benedikt XVI kursieren ein kurios Theorie in der Netz in der Mittelpunkt ein Hammer mit dies sollen der Tod der emeritiert Papst bestätigen werden sein,panorama,sonstiges
NID_2023-01-06-11_5999,Kapitol Attacke Partnerin von tot Polizist verklagen Ex Präsident Trump an der Tag nach der Angriff auf der US Kapitol sterben der Polizist Brian Sicknick in der Krankenhaus nun werden ein neu Klage einreichen,politik,politik
NID_2023-01-06-11_900,Auto Ersatzteil viel Marke erhöhen Preis drastisch der Inflation und steigend Rohstoffpreise machen auch vor Auto Ersatzteil nicht Halt mehrere Hersteller haben an der Preisschraube drehen,auto,auto
NID_2023-01-06-09_12765,Winterreifenpflicht Bußgeld drohen dies Regel kennen kaum ein Autofahrer der Vorschrift zu Winterreifen verwirren Obendrein geben es ein Regelung von der bislang nur wenig gehören haben der können teuer Folge haben,auto,auto
NID_2023-01-06-10_10866,Tausend neu Leute für ein gut Bahn suchen um rund 9000 beschäftigter wollen der deutsch Bahn in dies Jahr wachsen der neu Mitarbeiter sollen vor alle dabei helfen der holprig Bahn Betrieb zu stabilisieren doch sie zu gewinnen werden schwierig,schienenverkehr,verkehr
NID_2023-01-06-10_1482,BILDplus Inhalt Corona und Herzbeutel Entzündung Bayern Schock WM Star fehlen wochenlang der Bayern starten an der Freitagmorgen in der Trainingslager nach Doha ein Star fehlen Foto Tom Weller dpa,spielertransfer,sport
NID_2023-01-06-10_8443,Onkel der Angeklagter als Zeuge vor Gericht der Tat sein grausam ein Sohn sollen Eltern und Schwester ermorden haben für der verwandt der Opfer sein auch der Prozeß schmerzvollen als Zeuge sagen der Bruder der getötet Vater aus,politiker,politik
